,movie_id,movie_cluster,movie_name,release_date,runtime_x,language,country,genres,movie_year,index,id,BookTitle,BookYear,Author,full name,tmdb_id,id_goodreads,imdbid,runtime_y,revenue,budget,rb_ratio,book_id,normalized_rating_x,standardized_rating_x,normalized_rating_y,standardized_rating_y,length,review_count
10,30351781,/m/0g5sly2,The Drums of Jeopardy,1923-11,70.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery""}",1923,620,901,The Drums of Jeopardy,1920,Harold MacGrath,The Drums of Jeopardy 1923,337483,947100,tt0014007,70.0,0.0,0.0,,947100.0,,,0.37,-2.5566385596635,,3.0
11,4002677,/m/0bb_jr,The 39 Steps,1959-03-13,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0jdm8"": ""Remake"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",1959,1942,2874,The Thirty-Nine Steps,1915,John Buchan,The 39 Steps 1959,25386,153492,tt0053354,93.0,0.0,0.0,,153492.0,0.633802816901408,0.0761782725929433,0.536666666666667,-0.818654812254275,100.0,2009.0
12,9404578,/m/0287gvq,The Lady Vanishes,1938,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/0bkbm"": ""Spy""}",1938,2149,3180,The Wheels Spins,1936,Ethel Lina White,The Lady Vanishes 1938,940,1024939,tt0030341,96.0,0.0,0.0,,1024939.0,0.816901408450704,1.36205111194156,0.6,-0.15822098823877,256.0,144.0
13,9201207,/m/02801ry,The Thundering Herd,1933,62.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western""}",1933,1949,2888,The Thundering Herd,1925,Zane Grey,The Thundering Herd 1933,133548,121198,tt0025893,56.0,0.0,0.0,,121198.0,0.52112676056338,-0.715128090083129,0.576666666666667,-0.401538712876061,368.0,8.0
14,22224559,/m/07ykkx5,The Last Song,2010-03-31,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",2010,1173,1693,The Last Song,2009,Nicholas Sparks,The Last Song 2010,35690,6400090,tt1294226,107.0,89137047.0,20000000.0,4.45685235,6400090.0,0.535211267605634,-0.61621479474862,0.716666666666667,1.05836763494769,390.0,11534.0
15,1231856,/m/04kkxx,For Love of the Game,1999-09-17,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",1999,749,1074,For Love of the Game,1991,Michael Shaara,For Love of the Game 1999,10390,1058165,tt0126916,137.0,46112640.0,50000000.0,0.9222528,1058165.0,0.633802816901408,0.0761782725929433,0.613333333333333,-0.0191822884460323,152.0,91.0
16,1273569,/m/04p58f,The Elusive Pimpernel,1950,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/03k9fj"": ""Adventure""}",1950,1701,2519,The Scarlet Pimpernel,1903,Baroness Emmuska Orczy,The Elusive Pimpernel 1950,183533,136116,tt0042432,88.0,0.0,0.0,,136116.0,0.591549295774648,-0.220561613410584,0.69,0.780290235362212,274.0,5687.0
17,16791614,/m/04068zh,Son of Fury: The Story of Benjamin Blake,1942-01-29,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/01g6gs"": ""Black-and-white"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",1942,238,327,Benjamin Blake,1941,Edison Marshall,Son of Fury: The Story of Benjamin Blake 1942,44530,7802270,tt0035360,98.0,0.0,0.0,,7802270.0,0.71830985915493,0.669658044599998,0.133333333333333,-5.0245754809846,,0.0
18,19673886,/m/04n5s66,So Red the Rose,1935,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",1935,1778,2642,So Red the Rose,1934,Stark Young,So Red the Rose 1935,249791,663661,tt0027018,82.0,0.0,0.0,,663661.0,0.633802816901408,0.0761782725929433,0.49,-1.30529026152886,452.0,9.0
19,21447227,/m/05f7zn8,Don Quixote,1957-05-23,110.0,"{""/m/06b_j"": ""Russian Language""}","{""/m/05vz3zq"": ""Soviet Union""}","{""/m/07s9rl0"": ""Drama""}",1957,596,867,Don Quixote,1605,Miguel de Cervantes,Don Quixote 1957,84782,3836,tt0050326,100.0,0.0,0.0,,3836.0,0.76056338028169,0.966397930603525,0.62,0.0503370614503368,1023.0,6536.0
20,2313467,/m/0732j6,Ten Little Indians,1965,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/060__y"": ""Film adaptation""}",1965,105,145,And Then There Were None,1939,Agatha Christie,Ten Little Indians 1965,4879,16299,tt0061075,90.0,0.0,0.0,,16299.0,0.647887323943662,0.175091567927453,0.75,1.40596438442953,264.0,24105.0
21,9555242,/m/07s4d6n,The Cheetah Girls: One World,2008-08-22,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2008,418,601,The Cheetah Girls,1999,Deborah Gregory,The Cheetah Girls: One World 2008,27621,874880,tt1013542,90.0,0.0,0.0,,874880.0,0.380281690140845,-1.70426104342822,0.53,-0.888174162150644,576.0,33.0
22,23470411,/m/06w5_tg,Nevada,1927-08,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western""}",1927,1381,2037,Nevada,1928,Zane Grey,Nevada 1927,110655,121208,tt0018199,68.0,0.0,0.0,,121208.0,0.647887323943662,0.175091567927453,0.676666666666667,0.641251535569474,367.0,20.0
23,9088886,/m/027x7z5,Queen of the Damned,2002-01-10,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/03npn"": ""Horror"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/04rlf"": ""Music""}",2002,1597,2366,The Queen of the Damned,1988,Anne Rice,Queen of the Damned 2002,11979,333715,tt0238546,101.0,45479110.0,35000000.0,1.2994031428571429,333715.0,0.450704225352113,-1.20969456675567,0.626666666666667,0.119856411346706,448.0,2085.0
24,580994,/m/02s4m9,The Man in the Gray Flannel Suit,1956-05-08,153.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",1956,1266,1839,The Man in the Gray Flannel Suit,1955,Sloan Wilson,The Man in the Gray Flannel Suit 1956,28290,90886,tt0049474,153.0,0.0,0.0,,90886.0,0.71830985915493,0.669658044599998,0.61,-0.053941963394216,288.0,278.0
25,27388121,/m/0czb9qq,My Friend Flicka,1943-05-26,89.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama""}",1943,1356,2002,My Friend Flicka,1941,Mary O'Hara,My Friend Flicka 1943,18992,164542,tt0036182,89.0,0.0,0.0,,164542.0,0.633802816901408,0.0761782725929433,0.716666666666667,1.05836763494769,304.0,324.0
26,15189343,/m/03hlc68,The Raging Tide,1951-11,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02xh1"": ""Film noir""}",1951,713,1029,Fiddler's Green,1950,Ernest K. Gann,The Raging Tide 1951,61960,2580274,tt0043957,93.0,0.0,0.0,,2580274.0,0.633802816901408,0.0761782725929433,0.596666666666667,-0.192980663186954,302.0,2.0
27,6635945,/m/0gfllp,The Lords of Discipline,1983-02-18,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/06lbpz"": ""Social problem film"", ""/m/060__y"": ""Film adaptation""}",1983,1225,1780,The Lords of Discipline,1980,Pat Conroy,The Lords of Discipline 1983,67530,1423658,tt0085867,102.0,11787127.0,0.0,,1423658.0,0.633802816901408,0.0761782725929433,0.763333333333333,1.54500308422227,499.0,1265.0
28,26456639,/m/0bbwqld,Kung Fu Cult Master,1993-12-18,90.0,"{""/m/012w70"": ""Cantonese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/08322"": ""Wuxia"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",1993,933,1328,The Heaven Sword and Dragon Saber,1961,Jin Yong,Kung Fu Cult Master 1993,10852,552706,tt0108624,99.0,0.0,0.0,,552706.0,0.605633802816901,-0.121648318076074,0.756666666666666,1.4754837343259,120.0,3.0
29,74871,/m/0jymd,Laura,1944-10-11,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0vjs6"": ""Detective"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/02xh1"": ""Film noir""}",1944,1181,1700,Laura,1942,Vera Caspary,Laura 1944,1939,601799,tt0037008,88.0,2000000.0,1020000.0,1.96078431372549,601799.0,0.830985915492958,1.46096440727607,0.666666666666667,0.53697251072492,219.0,264.0
30,16731651,/m/0404gn8,Promise at Dawn,1970-11,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/07s9rl0"": ""Drama""}",1970,1585,2351,Promise at Dawn,1961,Romain Gary,Promise at Dawn 1970,277364,58174,tt0066251,102.0,0.0,0.0,,58174.0,0.704225352112676,0.570744749265489,0.766666666666667,1.57976275917045,348.0,317.0
31,74868,/m/0jym0,The Last Picture Show,1971-10-03,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0clz1b"": ""Slice of life story"", ""/m/09n5t_"": ""Americana"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/03pgfj"": ""New Hollywood""}",1971,1170,1691,The Last Picture Show,1966,Larry McMurtry,The Last Picture Show 1971,25188,50051,tt0067328,119.0,29133000.0,1300000.0,22.41,50051.0,0.845070422535211,1.55987770261058,0.656666666666667,0.432693485880367,280.0,625.0
32,1702604,/m/05pn3c,The Mirror Crack'd,1980-12-19,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0j5nm"": ""Whodunit""}",1980,1302,1894,The Mirror Crack'd from Side to Side,1962,Agatha Christie,The Mirror Crack'd 1980,6028,16372,tt0081163,105.0,11000000.0,0.0,,16372.0,0.577464788732394,-0.319474908745093,0.636666666666667,0.22413543619126,351.0,1034.0
33,8695,/m/02dwj,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,90.0,"{""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1964,1618,2393,Red Alert,1958,Peter George,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,935,4504070,tt0057012,95.0,9523464.0,1800000.0,5.290813333333333,4504070.0,0.887323943661972,1.85661758861411,0.563333333333333,-0.540577412668799,196.0,77.0
34,45606,/m/0cd3m,Zorba the Greek,1964-12-17,142.0,"{""/m/0349s"": ""Greek Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/035qy"": ""Greece""}","{""/m/07s9rl0"": ""Drama"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation""}",1964,2261,3352,Zorba the Greek,1946,Nikos Kazantzakis,Zorba the Greek 1964,10604,53639,tt0057831,142.0,9000000.0,783000.0,11.494252873563218,53639.0,0.788732394366197,1.16422452127254,0.693333333333333,0.815049910310396,335.0,3083.0
35,9123604,/m/027yj28,The End of the Affair,1955,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/060__y"": ""Film adaptation""}",1955,648,940,The End of the Affair,1951,Graham Greene,The End of the Affair 1955,78256,29641,tt0048034,105.0,0.0,0.0,,29641.0,0.647887323943662,0.175091567927453,0.65,0.363174135983998,160.0,3722.0
36,4703636,/m/0cj5ry,The Dark,2005-05,93.0,"{""/m/083tk"": ""Welsh Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",2005,1746,2604,Sheep,2004,Simon Maginn,The Dark 2005,17,1233222,tt0411267,87.0,6593579.0,0.0,,1233222.0,0.464788732394366,-1.11078127142117,0.556666666666667,-0.610096762565168,320.0,13.0
37,5493659,/m/0dp8qk,Slugs,1988,90.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03q4nz"": ""World cinema""}",1988,1776,2638,Slugs,1982,Shaun Hutson,Slugs 1988,28452,922786,tt0093995,89.0,0.0,0.0,,922786.0,0.408450704225352,-1.5064344527592,0.533333333333333,-0.853414487202459,208.0,78.0
38,1488066,/m/055b0h,Lolita,1962-06-12,152.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/068d7h"": ""Romantic drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/0vgkd"": ""Black comedy"", ""/m/02l7c8"": ""Romance Film""}",1962,1214,1762,Lolita,1955,Vladimir Nabokov,Lolita 1962,802,7604,tt0056193,153.0,9250000.0,2000000.0,4.625,7604.0,0.774647887323944,1.06531122593803,0.63,0.154616086294891,417.0,21023.0
39,5083659,/m/0d1z5p,Why Me?,1990,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/01z4y"": ""Comedy""}",1990,2174,3217,Why Me?,1983,Donald E. Westlake,Why Me? 1990,142946,598330,tt0100931,87.0,0.0,0.0,,598330.0,0.563380281690141,-0.418388204079602,0.696666666666667,0.84980958525858,229.0,48.0
40,4788925,/m/0cndck,Bee Season,2005-09-03,104.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/060__y"": ""Film adaptation""}",2005,224,307,Bee Season,2000,Myla Goldberg,Bee Season 2005,24618,531887,tt0387059,104.0,6856989.0,14000000.0,0.4897849285714286,531887.0,0.47887323943662,-1.01186797608666,0.52,-0.992453186995197,288.0,1557.0
41,3112996,/m/08s6ry,The Witches,1990-02-16,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/05b4w"": ""Norway""}","{""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/03npn"": ""Horror""}",1990,2202,3257,The Witches,1983,Roald Dahl,The Witches 1990,10166,2020399,tt0100944,91.0,15360553.0,0.0,,2020399.0,0.661971830985915,0.274004863261962,0.723333333333333,1.12788698484406,218.0,6205.0
42,3347962,/m/0970rb,Condorman,1981-08-07,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",1981,817,1165,The Game of X,1965,Robert Sheckley,Condorman 1981,19379,1094533,tt0082199,90.0,0.0,0.0,,1094533.0,0.52112676056338,-0.715128090083129,0.59,-0.262500013083323,159.0,16.0
43,13572405,/m/03c9ryb,Ten Little Indians,1989,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery""}",1989,107,149,And Then There Were None,1939,Agatha Christie,Ten Little Indians 1989,103761,16299,tt0098454,98.0,0.0,0.0,,16299.0,0.366197183098592,-1.80317433876273,0.75,1.40596438442953,264.0,24105.0
44,10183625,/m/02q4gp4,The Adventures of Hajji Baba,1954,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",1954,11,17,The Adventures of Hajji Baba of Ispahan,1824,James Justinian Morier,The Adventures of Hajji Baba 1954,108668,41096625,tt0046683,94.0,0.0,0.0,,41096625.0,0.563380281690141,-0.418388204079602,0.763333333333333,1.54500308422227,750.0,2.0
45,6961461,/m/0gyy53,The Other Boleyn Girl,2008-02-15,155.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/03g3w"": ""History"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/02l7c8"": ""Romance Film""}",2008,1465,2162,The Other Boleyn Girl,2001,Philippa Gregory,The Other Boleyn Girl 2008,12184,31092,tt0467200,115.0,78269970.0,35000000.0,2.236284857142857,31092.0,0.647887323943662,0.175091567927453,0.683333333333333,0.710770885465842,664.0,16367.0
